image_id,timestamp,timestamp_utc,timestamp_local,previous_image_id,previous_masked_path,raw_path,masked_path,label,notes
2026-05-02/vdd_oval_river_wb_20260502T113002-0700,2026-05-02T11:30:02-07:00,2026-05-02T18:30:02Z,2026-05-02T11:30:02-07:00,2026-05-02/vdd_oval_river_wb_20260502T102826-0700,data/masked/2026-05-02/vdd_oval_river_wb_20260502T102826-0700.jpg,data/raw/2026-05-02/vdd_oval_river_wb_20260502T113002-0700.jpg,data/masked/2026-05-02/vdd_oval_river_wb_20260502T113002-0700.jpg,active,
2026-05-02/vdd_oval_river_wb_20260502T123701-0700,2026-05-02T12:37:01-07:00,2026-05-02T19:37:01Z,2026-05-02T12:37:01-07:00,2026-05-02/vdd_oval_river_wb_20260502T113002-0700,data/masked/2026-05-02/vdd_oval_river_wb_20260502T113002-0700.jpg,data/raw/2026-05-02/vdd_oval_river_wb_20260502T123701-0700.jpg,data/masked/2026-05-02/vdd_oval_river_wb_20260502T123701-0700.jpg,active,
2026-05-02/vdd_oval_river_wb_20260502T132154-0700,2026-05-02T13:21:54-07:00,2026-05-02T20:21:54Z,2026-05-02T13:21:54-07:00,2026-05-02/vdd_oval_river_wb_20260502T123701-0700,data/masked/2026-05-02/vdd_oval_river_wb_20260502T123701-0700.jpg,data/raw/2026-05-02/vdd_oval_river_wb_20260502T132154-0700.jpg,data/masked/2026-05-02/vdd_oval_river_wb_20260502T132154-0700.jpg,active,
2026-05-02/vdd_oval_river_wb_20260502T140520-0700,2026-05-02T14:05:20-07:00,2026-05-02T21:05:20Z,2026-05-02T14:05:20-07:00,2026-05-02/vdd_oval_river_wb_20260502T132154-0700,data/masked/2026-05-02/vdd_oval_river_wb_20260502T132154-0700.jpg,data/raw/2026-05-02/vdd_oval_river_wb_20260502T140520-0700.jpg,data/masked/2026-05-02/vdd_oval_river_wb_20260502T140520-0700.jpg,active,
2026-05-02/vdd_oval_river_wb_20260502T145603-0700,2026-05-02T14:56:03-07:00,2026-05-02T21:56:03Z,2026-05-02T14:56:03-07:00,2026-05-02/vdd_oval_river_wb_20260502T140520-0700,data/masked/2026-05-02/vdd_oval_river_wb_20260502T140520-0700.jpg,data/raw/2026-05-02/vdd_oval_river_wb_20260502T145603-0700.jpg,data/masked/2026-05-02/vdd_oval_river_wb_20260502T145603-0700.jpg,active,
2026-05-02/vdd_oval_river_wb_20260502T154438-0700,2026-05-02T15:44:38-07:00,2026-05-02T22:44:38Z,2026-05-02T15:44:38-07:00,2026-05-02/vdd_oval_river_wb_20260502T145603-0700,data/masked/2026-05-02/vdd_oval_river_wb_20260502T145603-0700.jpg,data/raw/2026-05-02/vdd_oval_river_wb_20260502T154438-0700.jpg,data/masked/2026-05-02/vdd_oval_river_wb_20260502T154438-0700.jpg,active,
2026-05-02/vdd_oval_river_wb_20260502T162941-0700,2026-05-02T16:29:41-07:00,2026-05-02T23:29:41Z,2026-05-02T16:29:41-07:00,2026-05-02/vdd_oval_river_wb_20260502T154438-0700,data/masked/2026-05-02/vdd_oval_river_wb_20260502T154438-0700.jpg,data/raw/2026-05-02/vdd_oval_river_wb_20260502T162941-0700.jpg,data/masked/2026-05-02/vdd_oval_river_wb_20260502T162941-0700.jpg,active,
2026-05-02/vdd_oval_river_wb_20260502T171058-0700,2026-05-02T17:10:58-07:00,2026-05-03T00:10:58Z,2026-05-02T17:10:58-07:00,2026-05-02/vdd_oval_river_wb_20260502T162941-0700,data/masked/2026-05-02/vdd_oval_river_wb_20260502T162941-0700.jpg,data/raw/2026-05-02/vdd_oval_river_wb_20260502T171058-0700.jpg,data/masked/2026-05-02/vdd_oval_river_wb_20260502T171058-0700.jpg,active,
2026-05-02/vdd_oval_river_wb_20260502T211149-0700,2026-05-02T21:11:49-07:00,2026-05-03T04:11:49Z,2026-05-02T21:11:49-07:00,2026-05-02/vdd_oval_river_wb_20260502T171058-0700,data/masked/2026-05-02/vdd_oval_river_wb_20260502T171058-0700.jpg,data/raw/2026-05-02/vdd_oval_river_wb_20260502T211149-0700.jpg,data/masked/2026-05-02/vdd_oval_river_wb_20260502T211149-0700.jpg,discard,auto-discard: corrupt gray frame
2026-05-03/vdd_oval_river_wb_20260503T084715-0700,2026-05-03T08:47:15-07:00,2026-05-03T15:47:15Z,2026-05-03T08:47:15-07:00,2026-05-02/vdd_oval_river_wb_20260502T211149-0700,data/masked/2026-05-02/vdd_oval_river_wb_20260502T211149-0700.jpg,data/raw/2026-05-03/vdd_oval_river_wb_20260503T084715-0700.jpg,data/masked/2026-05-03/vdd_oval_river_wb_20260503T084715-0700.jpg,inactive,
2026-05-03/vdd_oval_river_wb_20260503T093245-0700,2026-05-03T09:32:45-07:00,2026-05-03T16:32:45Z,2026-05-03T09:32:45-07:00,2026-05-03/vdd_oval_river_wb_20260503T084715-0700,data/masked/2026-05-03/vdd_oval_river_wb_20260503T084715-0700.jpg,data/raw/2026-05-03/vdd_oval_river_wb_20260503T093245-0700.jpg,data/masked/2026-05-03/vdd_oval_river_wb_20260503T093245-0700.jpg,active,
2026-05-03/vdd_oval_river_wb_20260503T103004-0700,2026-05-03T10:30:04-07:00,2026-05-03T17:30:04Z,2026-05-03T10:30:04-07:00,2026-05-03/vdd_oval_river_wb_20260503T093245-0700,data/masked/2026-05-03/vdd_oval_river_wb_20260503T093245-0700.jpg,data/raw/2026-05-03/vdd_oval_river_wb_20260503T103004-0700.jpg,data/masked/2026-05-03/vdd_oval_river_wb_20260503T103004-0700.jpg,active,
2026-05-03/vdd_oval_river_wb_20260503T113230-0700,2026-05-03T11:32:30-07:00,2026-05-03T18:32:30Z,2026-05-03T11:32:30-07:00,2026-05-03/vdd_oval_river_wb_20260503T103004-0700,data/masked/2026-05-03/vdd_oval_river_wb_20260503T103004-0700.jpg,data/raw/2026-05-03/vdd_oval_river_wb_20260503T113230-0700.jpg,data/masked/2026-05-03/vdd_oval_river_wb_20260503T113230-0700.jpg,inactive,
2026-05-03/vdd_oval_river_wb_20260503T123716-0700,2026-05-03T12:37:16-07:00,2026-05-03T19:37:16Z,2026-05-03T12:37:16-07:00,2026-05-03/vdd_oval_river_wb_20260503T113230-0700,data/masked/2026-05-03/vdd_oval_river_wb_20260503T113230-0700.jpg,data/raw/2026-05-03/vdd_oval_river_wb_20260503T123716-0700.jpg,data/masked/2026-05-03/vdd_oval_river_wb_20260503T123716-0700.jpg,inactive,
2026-05-03/vdd_oval_river_wb_20260503T132325-0700,2026-05-03T13:23:25-07:00,2026-05-03T20:23:25Z,2026-05-03T13:23:25-07:00,2026-05-03/vdd_oval_river_wb_20260503T123716-0700,data/masked/2026-05-03/vdd_oval_river_wb_20260503T123716-0700.jpg,data/raw/2026-05-03/vdd_oval_river_wb_20260503T132325-0700.jpg,data/masked/2026-05-03/vdd_oval_river_wb_20260503T132325-0700.jpg,active,
2026-05-03/vdd_oval_river_wb_20260503T140818-0700,2026-05-03T14:08:18-07:00,2026-05-03T21:08:18Z,2026-05-03T14:08:18-07:00,2026-05-03/vdd_oval_river_wb_20260503T132325-0700,data/masked/2026-05-03/vdd_oval_river_wb_20260503T132325-0700.jpg,data/raw/2026-05-03/vdd_oval_river_wb_20260503T140818-0700.jpg,data/masked/2026-05-03/vdd_oval_river_wb_20260503T140818-0700.jpg,discard,auto-discard: corrupt gray frame
2026-05-03/vdd_oval_river_wb_20260503T145921-0700,2026-05-03T14:59:21-07:00,2026-05-03T21:59:21Z,2026-05-03T14:59:21-07:00,2026-05-03/vdd_oval_river_wb_20260503T140818-0700,data/masked/2026-05-03/vdd_oval_river_wb_20260503T140818-0700.jpg,data/raw/2026-05-03/vdd_oval_river_wb_20260503T145921-0700.jpg,data/masked/2026-05-03/vdd_oval_river_wb_20260503T145921-0700.jpg,discard,auto-discard: corrupt gray frame
2026-05-03/vdd_oval_river_wb_20260503T155549-0700,2026-05-03T15:55:49-07:00,2026-05-03T22:55:49Z,2026-05-03T15:55:49-07:00,2026-05-03/vdd_oval_river_wb_20260503T145921-0700,data/masked/2026-05-03/vdd_oval_river_wb_20260503T145921-0700.jpg,data/raw/2026-05-03/vdd_oval_river_wb_20260503T155549-0700.jpg,data/masked/2026-05-03/vdd_oval_river_wb_20260503T155549-0700.jpg,active,
2026-05-03/vdd_oval_river_wb_20260503T165012-0700,2026-05-03T16:50:12-07:00,2026-05-03T23:50:12Z,2026-05-03T16:50:12-07:00,2026-05-03/vdd_oval_river_wb_20260503T155549-0700,data/masked/2026-05-03/vdd_oval_river_wb_20260503T155549-0700.jpg,data/raw/2026-05-03/vdd_oval_river_wb_20260503T165012-0700.jpg,data/masked/2026-05-03/vdd_oval_river_wb_20260503T165012-0700.jpg,active,
2026-05-03/vdd_oval_river_wb_20260503T182208-0700,2026-05-03T18:22:08-07:00,2026-05-04T01:22:08Z,2026-05-03T18:22:08-07:00,2026-05-03/vdd_oval_river_wb_20260503T165012-0700,data/masked/2026-05-03/vdd_oval_river_wb_20260503T165012-0700.jpg,data/raw/2026-05-03/vdd_oval_river_wb_20260503T182208-0700.jpg,data/masked/2026-05-03/vdd_oval_river_wb_20260503T182208-0700.jpg,active,
2026-05-03/vdd_oval_river_wb_20260503T215524-0700,2026-05-03T21:55:24-07:00,2026-05-04T04:55:24Z,2026-05-03T21:55:24-07:00,2026-05-03/vdd_oval_river_wb_20260503T182208-0700,data/masked/2026-05-03/vdd_oval_river_wb_20260503T182208-0700.jpg,data/raw/2026-05-03/vdd_oval_river_wb_20260503T215524-0700.jpg,data/masked/2026-05-03/vdd_oval_river_wb_20260503T215524-0700.jpg,discard,auto-discard: corrupt gray frame
2026-05-04/vdd_oval_river_wb_20260504T094519-0700,2026-05-04T09:45:19-07:00,2026-05-04T16:45:19Z,2026-05-04T09:45:19-07:00,2026-05-03/vdd_oval_river_wb_20260503T215524-0700,data/masked/2026-05-03/vdd_oval_river_wb_20260503T215524-0700.jpg,data/raw/2026-05-04/vdd_oval_river_wb_20260504T094519-0700.jpg,data/masked/2026-05-04/vdd_oval_river_wb_20260504T094519-0700.jpg,inactive,
2026-05-04/vdd_oval_river_wb_20260504T110630-0700,2026-05-04T11:06:30-07:00,2026-05-04T18:06:30Z,2026-05-04T11:06:30-07:00,2026-05-04/vdd_oval_river_wb_20260504T094519-0700,data/masked/2026-05-04/vdd_oval_river_wb_20260504T094519-0700.jpg,data/raw/2026-05-04/vdd_oval_river_wb_20260504T110630-0700.jpg,data/masked/2026-05-04/vdd_oval_river_wb_20260504T110630-0700.jpg,inactive,
2026-05-04/vdd_oval_river_wb_20260504T125348-0700,2026-05-04T12:53:48-07:00,2026-05-04T19:53:48Z,2026-05-04T12:53:48-07:00,2026-05-04/vdd_oval_river_wb_20260504T110630-0700,data/masked/2026-05-04/vdd_oval_river_wb_20260504T110630-0700.jpg,data/raw/2026-05-04/vdd_oval_river_wb_20260504T125348-0700.jpg,data/masked/2026-05-04/vdd_oval_river_wb_20260504T125348-0700.jpg,inactive,
2026-05-04/vdd_oval_river_wb_20260504T140453-0700,2026-05-04T14:04:53-07:00,2026-05-04T21:04:53Z,2026-05-04T14:04:53-07:00,2026-05-04/vdd_oval_river_wb_20260504T125348-0700,data/masked/2026-05-04/vdd_oval_river_wb_20260504T125348-0700.jpg,data/raw/2026-05-04/vdd_oval_river_wb_20260504T140453-0700.jpg,data/masked/2026-05-04/vdd_oval_river_wb_20260504T140453-0700.jpg,discard,auto-discard: corrupt gray frame
2026-05-04/vdd_oval_river_wb_20260504T151308-0700,2026-05-04T15:13:08-07:00,2026-05-04T22:13:08Z,2026-05-04T15:13:08-07:00,2026-05-04/vdd_oval_river_wb_20260504T140453-0700,data/masked/2026-05-04/vdd_oval_river_wb_20260504T140453-0700.jpg,data/raw/2026-05-04/vdd_oval_river_wb_20260504T151308-0700.jpg,data/masked/2026-05-04/vdd_oval_river_wb_20260504T151308-0700.jpg,discard,auto-discard: corrupt gray frame
2026-05-04/vdd_oval_river_wb_20260504T161136-0700,2026-05-04T16:11:36-07:00,2026-05-04T23:11:36Z,2026-05-04T16:11:36-07:00,2026-05-04/vdd_oval_river_wb_20260504T151308-0700,data/masked/2026-05-04/vdd_oval_river_wb_20260504T151308-0700.jpg,data/raw/2026-05-04/vdd_oval_river_wb_20260504T161136-0700.jpg,data/masked/2026-05-04/vdd_oval_river_wb_20260504T161136-0700.jpg,inactive,
2026-05-04/vdd_oval_river_wb_20260504T170844-0700,2026-05-04T17:08:44-07:00,2026-05-05T00:08:44Z,2026-05-04T17:08:44-07:00,2026-05-04/vdd_oval_river_wb_20260504T161136-0700,data/masked/2026-05-04/vdd_oval_river_wb_20260504T161136-0700.jpg,data/raw/2026-05-04/vdd_oval_river_wb_20260504T170844-0700.jpg,data/masked/2026-05-04/vdd_oval_river_wb_20260504T170844-0700.jpg,active,
2026-05-04/vdd_oval_river_wb_20260504T204927-0700,2026-05-04T20:49:27-07:00,2026-05-05T03:49:27Z,2026-05-04T20:49:27-07:00,2026-05-04/vdd_oval_river_wb_20260504T170844-0700,data/masked/2026-05-04/vdd_oval_river_wb_20260504T170844-0700.jpg,data/raw/2026-05-04/vdd_oval_river_wb_20260504T204927-0700.jpg,data/masked/2026-05-04/vdd_oval_river_wb_20260504T204927-0700.jpg,active,
2026-05-05/vdd_oval_river_wb_20260505T092412-0700,2026-05-05T09:24:12-07:00,2026-05-05T16:24:12Z,2026-05-05T09:24:12-07:00,2026-05-04/vdd_oval_river_wb_20260504T204927-0700,data/masked/2026-05-04/vdd_oval_river_wb_20260504T204927-0700.jpg,data/raw/2026-05-05/vdd_oval_river_wb_20260505T092412-0700.jpg,data/masked/2026-05-05/vdd_oval_river_wb_20260505T092412-0700.jpg,inactive,
2026-05-05/vdd_oval_river_wb_20260505T105813-0700,2026-05-05T10:58:13-07:00,2026-05-05T17:58:13Z,2026-05-05T10:58:13-07:00,2026-05-05/vdd_oval_river_wb_20260505T092412-0700,data/masked/2026-05-05/vdd_oval_river_wb_20260505T092412-0700.jpg,data/raw/2026-05-05/vdd_oval_river_wb_20260505T105813-0700.jpg,data/masked/2026-05-05/vdd_oval_river_wb_20260505T105813-0700.jpg,inactive,
2026-05-05/vdd_oval_river_wb_20260505T124704-0700,2026-05-05T12:47:04-07:00,2026-05-05T19:47:04Z,2026-05-05T12:47:04-07:00,2026-05-05/vdd_oval_river_wb_20260505T105813-0700,data/masked/2026-05-05/vdd_oval_river_wb_20260505T105813-0700.jpg,data/raw/2026-05-05/vdd_oval_river_wb_20260505T124704-0700.jpg,data/masked/2026-05-05/vdd_oval_river_wb_20260505T124704-0700.jpg,inactive,
2026-05-05/vdd_oval_river_wb_20260505T134634-0700,2026-05-05T13:46:34-07:00,2026-05-05T20:46:34Z,2026-05-05T13:46:34-07:00,2026-05-05/vdd_oval_river_wb_20260505T124704-0700,data/masked/2026-05-05/vdd_oval_river_wb_20260505T124704-0700.jpg,data/raw/2026-05-05/vdd_oval_river_wb_20260505T134634-0700.jpg,data/masked/2026-05-05/vdd_oval_river_wb_20260505T134634-0700.jpg,discard,auto-discard: corrupt gray frame
2026-05-05/vdd_oval_river_wb_20260505T144615-0700,2026-05-05T14:46:15-07:00,2026-05-05T21:46:15Z,2026-05-05T14:46:15-07:00,2026-05-05/vdd_oval_river_wb_20260505T134634-0700,data/masked/2026-05-05/vdd_oval_river_wb_20260505T134634-0700.jpg,data/raw/2026-05-05/vdd_oval_river_wb_20260505T144615-0700.jpg,data/masked/2026-05-05/vdd_oval_river_wb_20260505T144615-0700.jpg,inactive,
2026-05-05/vdd_oval_river_wb_20260505T154048-0700,2026-05-05T15:40:48-07:00,2026-05-05T22:40:48Z,2026-05-05T15:40:48-07:00,2026-05-05/vdd_oval_river_wb_20260505T144615-0700,data/masked/2026-05-05/vdd_oval_river_wb_20260505T144615-0700.jpg,data/raw/2026-05-05/vdd_oval_river_wb_20260505T154048-0700.jpg,data/masked/2026-05-05/vdd_oval_river_wb_20260505T154048-0700.jpg,inactive,
2026-05-05/vdd_oval_river_wb_20260505T163405-0700,2026-05-05T16:34:05-07:00,2026-05-05T23:34:05Z,2026-05-05T16:34:05-07:00,2026-05-05/vdd_oval_river_wb_20260505T154048-0700,data/masked/2026-05-05/vdd_oval_river_wb_20260505T154048-0700.jpg,data/raw/2026-05-05/vdd_oval_river_wb_20260505T163405-0700.jpg,data/masked/2026-05-05/vdd_oval_river_wb_20260505T163405-0700.jpg,active,
2026-05-05/vdd_oval_river_wb_20260505T181429-0700,2026-05-05T18:14:29-07:00,2026-05-06T01:14:29Z,2026-05-05T18:14:29-07:00,2026-05-05/vdd_oval_river_wb_20260505T163405-0700,data/masked/2026-05-05/vdd_oval_river_wb_20260505T163405-0700.jpg,data/raw/2026-05-05/vdd_oval_river_wb_20260505T181429-0700.jpg,data/masked/2026-05-05/vdd_oval_river_wb_20260505T181429-0700.jpg,active,
2026-05-05/vdd_oval_river_wb_20260505T214549-0700,2026-05-05T21:45:49-07:00,2026-05-06T04:45:49Z,2026-05-05T21:45:49-07:00,2026-05-05/vdd_oval_river_wb_20260505T181429-0700,data/masked/2026-05-05/vdd_oval_river_wb_20260505T181429-0700.jpg,data/raw/2026-05-05/vdd_oval_river_wb_20260505T214549-0700.jpg,data/masked/2026-05-05/vdd_oval_river_wb_20260505T214549-0700.jpg,active,
2026-05-06/vdd_oval_river_wb_20260506T092746-0700,2026-05-06T09:27:46-07:00,2026-05-06T16:27:46Z,2026-05-06T09:27:46-07:00,2026-05-05/vdd_oval_river_wb_20260505T214549-0700,data/masked/2026-05-05/vdd_oval_river_wb_20260505T214549-0700.jpg,data/raw/2026-05-06/vdd_oval_river_wb_20260506T092746-0700.jpg,data/masked/2026-05-06/vdd_oval_river_wb_20260506T092746-0700.jpg,inactive,
2026-05-06/vdd_oval_river_wb_20260506T110150-0700,2026-05-06T11:01:50-07:00,2026-05-06T18:01:50Z,2026-05-06T11:01:50-07:00,2026-05-06/vdd_oval_river_wb_20260506T092746-0700,data/masked/2026-05-06/vdd_oval_river_wb_20260506T092746-0700.jpg,data/raw/2026-05-06/vdd_oval_river_wb_20260506T110150-0700.jpg,data/masked/2026-05-06/vdd_oval_river_wb_20260506T110150-0700.jpg,inactive,
2026-05-06/vdd_oval_river_wb_20260506T125848-0700,2026-05-06T12:58:48-07:00,2026-05-06T19:58:48Z,2026-05-06T12:58:48-07:00,2026-05-06/vdd_oval_river_wb_20260506T110150-0700,data/masked/2026-05-06/vdd_oval_river_wb_20260506T110150-0700.jpg,data/raw/2026-05-06/vdd_oval_river_wb_20260506T125848-0700.jpg,data/masked/2026-05-06/vdd_oval_river_wb_20260506T125848-0700.jpg,inactive,
2026-05-06/vdd_oval_river_wb_20260506T141812-0700,2026-05-06T14:18:12-07:00,2026-05-06T21:18:12Z,2026-05-06T14:18:12-07:00,2026-05-06/vdd_oval_river_wb_20260506T125848-0700,data/masked/2026-05-06/vdd_oval_river_wb_20260506T125848-0700.jpg,data/raw/2026-05-06/vdd_oval_river_wb_20260506T141812-0700.jpg,data/masked/2026-05-06/vdd_oval_river_wb_20260506T141812-0700.jpg,inactive,
2026-05-06/vdd_oval_river_wb_20260506T151043-0700,2026-05-06T15:10:43-07:00,2026-05-06T22:10:43Z,2026-05-06T15:10:43-07:00,2026-05-06/vdd_oval_river_wb_20260506T141812-0700,data/masked/2026-05-06/vdd_oval_river_wb_20260506T141812-0700.jpg,data/raw/2026-05-06/vdd_oval_river_wb_20260506T151043-0700.jpg,data/masked/2026-05-06/vdd_oval_river_wb_20260506T151043-0700.jpg,inactive,
2026-05-06/vdd_oval_river_wb_20260506T160646-0700,2026-05-06T16:06:46-07:00,2026-05-06T23:06:46Z,2026-05-06T16:06:46-07:00,2026-05-06/vdd_oval_river_wb_20260506T151043-0700,data/masked/2026-05-06/vdd_oval_river_wb_20260506T151043-0700.jpg,data/raw/2026-05-06/vdd_oval_river_wb_20260506T160646-0700.jpg,data/masked/2026-05-06/vdd_oval_river_wb_20260506T160646-0700.jpg,discard,auto-discard: corrupt gray frame
2026-05-06/vdd_oval_river_wb_20260506T170155-0700,2026-05-06T17:01:55-07:00,2026-05-07T00:01:55Z,2026-05-06T17:01:55-07:00,2026-05-06/vdd_oval_river_wb_20260506T160646-0700,data/masked/2026-05-06/vdd_oval_river_wb_20260506T160646-0700.jpg,data/raw/2026-05-06/vdd_oval_river_wb_20260506T170155-0700.jpg,data/masked/2026-05-06/vdd_oval_river_wb_20260506T170155-0700.jpg,inactive,
2026-05-06/vdd_oval_river_wb_20260506T205818-0700,2026-05-06T20:58:18-07:00,2026-05-07T03:58:18Z,2026-05-06T20:58:18-07:00,2026-05-06/vdd_oval_river_wb_20260506T170155-0700,data/masked/2026-05-06/vdd_oval_river_wb_20260506T170155-0700.jpg,data/raw/2026-05-06/vdd_oval_river_wb_20260506T205818-0700.jpg,data/masked/2026-05-06/vdd_oval_river_wb_20260506T205818-0700.jpg,active,
2026-05-07/vdd_oval_river_wb_20260507T095015-0700,2026-05-07T09:50:15-07:00,2026-05-07T16:50:15Z,2026-05-07T09:50:15-07:00,2026-05-06/vdd_oval_river_wb_20260506T205818-0700,data/masked/2026-05-06/vdd_oval_river_wb_20260506T205818-0700.jpg,data/raw/2026-05-07/vdd_oval_river_wb_20260507T095015-0700.jpg,data/masked/2026-05-07/vdd_oval_river_wb_20260507T095015-0700.jpg,inactive,
2026-05-07/vdd_oval_river_wb_20260507T111709-0700,2026-05-07T11:17:09-07:00,2026-05-07T18:17:09Z,2026-05-07T11:17:09-07:00,2026-05-07/vdd_oval_river_wb_20260507T095015-0700,data/masked/2026-05-07/vdd_oval_river_wb_20260507T095015-0700.jpg,data/raw/2026-05-07/vdd_oval_river_wb_20260507T111709-0700.jpg,data/masked/2026-05-07/vdd_oval_river_wb_20260507T111709-0700.jpg,inactive,
2026-05-07/vdd_oval_river_wb_20260507T125704-0700,2026-05-07T12:57:04-07:00,2026-05-07T19:57:04Z,2026-05-07T12:57:04-07:00,2026-05-07/vdd_oval_river_wb_20260507T111709-0700,data/masked/2026-05-07/vdd_oval_river_wb_20260507T111709-0700.jpg,data/raw/2026-05-07/vdd_oval_river_wb_20260507T125704-0700.jpg,data/masked/2026-05-07/vdd_oval_river_wb_20260507T125704-0700.jpg,inactive,
2026-05-07/vdd_oval_river_wb_20260507T140844-0700,2026-05-07T14:08:44-07:00,2026-05-07T21:08:44Z,2026-05-07T14:08:44-07:00,2026-05-07/vdd_oval_river_wb_20260507T125704-0700,data/masked/2026-05-07/vdd_oval_river_wb_20260507T125704-0700.jpg,data/raw/2026-05-07/vdd_oval_river_wb_20260507T140844-0700.jpg,data/masked/2026-05-07/vdd_oval_river_wb_20260507T140844-0700.jpg,inactive,
2026-05-07/vdd_oval_river_wb_20260507T151520-0700,2026-05-07T15:15:20-07:00,2026-05-07T22:15:20Z,2026-05-07T15:15:20-07:00,2026-05-07/vdd_oval_river_wb_20260507T140844-0700,data/masked/2026-05-07/vdd_oval_river_wb_20260507T140844-0700.jpg,data/raw/2026-05-07/vdd_oval_river_wb_20260507T151520-0700.jpg,data/masked/2026-05-07/vdd_oval_river_wb_20260507T151520-0700.jpg,inactive,
2026-05-07/vdd_oval_river_wb_20260507T161415-0700,2026-05-07T16:14:15-07:00,2026-05-07T23:14:15Z,2026-05-07T16:14:15-07:00,2026-05-07/vdd_oval_river_wb_20260507T151520-0700,data/masked/2026-05-07/vdd_oval_river_wb_20260507T151520-0700.jpg,data/raw/2026-05-07/vdd_oval_river_wb_20260507T161415-0700.jpg,data/masked/2026-05-07/vdd_oval_river_wb_20260507T161415-0700.jpg,inactive,
2026-05-07/vdd_oval_river_wb_20260507T170932-0700,2026-05-07T17:09:32-07:00,2026-05-08T00:09:32Z,2026-05-07T17:09:32-07:00,2026-05-07/vdd_oval_river_wb_20260507T161415-0700,data/masked/2026-05-07/vdd_oval_river_wb_20260507T161415-0700.jpg,data/raw/2026-05-07/vdd_oval_river_wb_20260507T170932-0700.jpg,data/masked/2026-05-07/vdd_oval_river_wb_20260507T170932-0700.jpg,active,
2026-05-07/vdd_oval_river_wb_20260507T205331-0700,2026-05-07T20:53:31-07:00,2026-05-08T03:53:31Z,2026-05-07T20:53:31-07:00,2026-05-07/vdd_oval_river_wb_20260507T170932-0700,data/masked/2026-05-07/vdd_oval_river_wb_20260507T170932-0700.jpg,data/raw/2026-05-07/vdd_oval_river_wb_20260507T205331-0700.jpg,data/masked/2026-05-07/vdd_oval_river_wb_20260507T205331-0700.jpg,active,
2026-05-08/vdd_oval_river_wb_20260508T091253-0700,2026-05-08T09:12:53-07:00,2026-05-08T16:12:53Z,2026-05-08T09:12:53-07:00,2026-05-07/vdd_oval_river_wb_20260507T205331-0700,data/masked/2026-05-07/vdd_oval_river_wb_20260507T205331-0700.jpg,data/raw/2026-05-08/vdd_oval_river_wb_20260508T091253-0700.jpg,data/masked/2026-05-08/vdd_oval_river_wb_20260508T091253-0700.jpg,inactive,
2026-05-08/vdd_oval_river_wb_20260508T104505-0700,2026-05-08T10:45:05-07:00,2026-05-08T17:45:05Z,2026-05-08T10:45:05-07:00,2026-05-08/vdd_oval_river_wb_20260508T091253-0700,data/masked/2026-05-08/vdd_oval_river_wb_20260508T091253-0700.jpg,data/raw/2026-05-08/vdd_oval_river_wb_20260508T104505-0700.jpg,data/masked/2026-05-08/vdd_oval_river_wb_20260508T104505-0700.jpg,inactive,
2026-05-08/vdd_oval_river_wb_20260508T115833-0700,2026-05-08T11:58:33-07:00,2026-05-08T18:58:33Z,2026-05-08T11:58:33-07:00,2026-05-08/vdd_oval_river_wb_20260508T104505-0700,data/masked/2026-05-08/vdd_oval_river_wb_20260508T104505-0700.jpg,data/raw/2026-05-08/vdd_oval_river_wb_20260508T115833-0700.jpg,data/masked/2026-05-08/vdd_oval_river_wb_20260508T115833-0700.jpg,inactive,
2026-05-08/vdd_oval_river_wb_20260508T131213-0700,2026-05-08T13:12:13-07:00,2026-05-08T20:12:13Z,2026-05-08T13:12:13-07:00,2026-05-08/vdd_oval_river_wb_20260508T115833-0700,data/masked/2026-05-08/vdd_oval_river_wb_20260508T115833-0700.jpg,data/raw/2026-05-08/vdd_oval_river_wb_20260508T131213-0700.jpg,data/masked/2026-05-08/vdd_oval_river_wb_20260508T131213-0700.jpg,discard,auto-discard: corrupt gray frame
2026-05-08/vdd_oval_river_wb_20260508T141710-0700,2026-05-08T14:17:10-07:00,2026-05-08T21:17:10Z,2026-05-08T14:17:10-07:00,2026-05-08/vdd_oval_river_wb_20260508T131213-0700,data/masked/2026-05-08/vdd_oval_river_wb_20260508T131213-0700.jpg,data/raw/2026-05-08/vdd_oval_river_wb_20260508T141710-0700.jpg,data/masked/2026-05-08/vdd_oval_river_wb_20260508T141710-0700.jpg,discard,auto-discard: corrupt gray frame
2026-05-08/vdd_oval_river_wb_20260508T151508-0700,2026-05-08T15:15:08-07:00,2026-05-08T22:15:08Z,2026-05-08T15:15:08-07:00,2026-05-08/vdd_oval_river_wb_20260508T141710-0700,data/masked/2026-05-08/vdd_oval_river_wb_20260508T141710-0700.jpg,data/raw/2026-05-08/vdd_oval_river_wb_20260508T151508-0700.jpg,data/masked/2026-05-08/vdd_oval_river_wb_20260508T151508-0700.jpg,inactive,
2026-05-08/vdd_oval_river_wb_20260508T161317-0700,2026-05-08T16:13:17-07:00,2026-05-08T23:13:17Z,2026-05-08T16:13:17-07:00,2026-05-08/vdd_oval_river_wb_20260508T151508-0700,data/masked/2026-05-08/vdd_oval_river_wb_20260508T151508-0700.jpg,data/raw/2026-05-08/vdd_oval_river_wb_20260508T161317-0700.jpg,data/masked/2026-05-08/vdd_oval_river_wb_20260508T161317-0700.jpg,active,
